Ulasan,Daya Tarik,Aksesibilitas,Amenitas,Pelayanan Tambahan
ternyata ini cafe...yang masuk harus bayar makanan paling mutah 30 ribu..posisi kenyang habis makan bebek sinjay...lebih gak jadi masuk lah...1 orang harus beli 1 porsi.. dan banyak menu yv sdh habis,0,0,1,0
"serba mahal, parkir 10k, masuk spot foto 25k, harga makanan dan minuman jauh di atas rm la, gk ada tisu
waktu tunggu lama banget",-1,-1,-1,0
"bodoh banget harga.nya 15ribuan di menu tulisannya milo ternyata susu kental manis kasih gula, nama.nya lemon tea ternyata tes sisri lemom ð¥². makanannya juga gak ada yang bisa dirasain. pesen telur gulung yang dateng bihun gulung kasih telur dikit. kecewa banget harusnya harga segitu bisa kasih makanan yang lebih baik lah... â¦",0,0,-1,-1
tempatnya bagus makanannya mahal sama lambat banget,1,0,1,0
"wisata yang cukup mumer masih bisa terjangkau,cukup bagus pemandangannya,tempat sholat yang kurang memadai,dan parkiran kurang.",1,1,1,0
"makananya ga enak. pesen sempol tidak mateng, dan parahnya lagi pegawai yang didepan kya dipoto sangan galak. bad attitude",0,-1,-1,-1
"bebek kesetnya  recomended banget disini rasanya enak, lembut ð¥°ð¥° â¦",0,0,1,0
"pelayanan lama, makanan juga sudah dingin, pesan minum ga ada ga bilang dari awal padahal sudah nunggu lama banget hampir 1 jm!!",0,0,-1,-1
"makanannya kurang enak, terus mahal, sebenarnya tidak bermanfaat it, tapi terbantu dengan tempatnya saja, tapi agak ringkih juga tempatnya dikarenakan angin kencang jadi agak goyang.",-1,0,-1,-1
pantai rindu kotoran. pantas saja saya datang sepi ternyata masuk wajib beli makanan/minuman. rasanya gak enak sisan masih enak.an kopi di warung kopi. mau foto suruh bayar lagi. ah kotoran kapok saya kesana,-1,0,-1,0
tidak rekomendasi mahal2  pesan makan & minum lebih dari 20menit ...,0,0,-1,0
"cuma wisata cafe kayak gitu saja bayar semua,..
parkir motor 5k, mobil 10k
masuk harus pesan makan dulu, kalau gk pesan harus bayar, koplak peraturan nyað¤®ð¤®ð¤® â¦",0,1,1,0
"sepi, sunyi, enak buat sendiri, tapi sayang di lautnya banyak sampah",-1,0,1,0
"ckup dekat rumah, view.nya bagus, apalagi sore""",1,1,0,0
pemandangannya bagus kalau malam,1,0,0,0
"pelayanannya lama banget, mana setiap orang wajib beli makanan/minuman yang harga nya gk murah,",0,0,-1,-1
"makanan mahal
nunggu lama
giliran datang sate satean sudah dingin ga tahu kpan masaknya â¦",0,0,0,-1
spot terbaik untuk view jembatan suramadu dengan makanan dan minuman ringan untuk menemani malam,1,0,1,1
tempatnya bagus tapi makanan agak mahal tapi kurang enak,1,0,-1,0
sistem administrasi buruk. kalau rombongan harus langsung kalau setengah2 ggak bisa masuk,0,0,0,-1
"pelayanan kurang puas harga mahal dan makanan dan minuman tidak enak

... â¦",0,0,-1,-1
tempat yang cocok untuk menikmati sunset dan indahnya jembatan suramadu. sayangx masih belum tertata rapi dan masih banyak sampah disekitar. tidak disarankan untuk pengguna kursi roda. ukmx menyediakan jajanan lokal dan aneka minuman.,1,0,1,0
"kalau kesini lebih baik bawa jaket, anginya kencang takunya masuk angin",1,0,0,1
"pelayanan mantap setara hotel bintang 1
lebih baik gk perlu renee rugiiii",0,0,0,-1
"pelayanan kurang terstruktur,
masa iya pesen cm kopi 3 lama amet, setelah ditegor ke dapurnya bahkan dikira belum bayar, sedangkan kalau mau masuk harus pesen dan bayar dulu, kan lucu.",0,0,-1,-1
tempat nya bagus. paling dekat dengan jembatan suramadu. cuma untuk harga makanan tidak sesuai dengan kualitas. kemarin mesan cappucino panas dengan harga 15ribu. kemudian beli cireng dengan harga 15ribu juga. untuk penyajian agak lumayan lama untuk menu dengan sajian yang instan.,-1,-1,-1,0
"cantik banget pantainya,  disuguhi pemandangan bagus karena kliatan jembatan suramadu. ada beberapa penjual juga dsana, cafe ada juga yang sedia makanan kecil sama minuman, harga start 15.000 rasanya biasa saja tapi kebantu sm pemandangan bagus jadi ga masalah lah iya wkwkkwð¥°âï¸ noted kalau kesana bawa uang cash iya karena ga bisa cashless â¦",1,0,1,1
wajib kesini sil kalau mau foto nuansa pantai sama jembatan suramadu,1,0,0,0
"bagus , tempat yang cocok buat santai dan menikmati dinginya pantai",1,0,1,0
"apasi anjay pesen sop buah di display menunya pakai gelas, yang dateng pakai botol plastik kayak es kakak perempuan 2500 an. lama lagi ada 30 menitan nunggu menu datang. mana buah nya cuma 3 jenis pakai nanas muda pula:'(. gak recomended teman teman cari tempat la saja. terima kasih",0,0,0,-1
spot nya bagus dan playannya ramah^_^,1,0,0,1
"warung dengan view jembatan suramadu ,,,kece banget tempat nya",0,0,1,0
not rekomendasi. banyak sampah padahal tempat makan lho. dan kurang diperhatikan kualitas rasa makanan dan minuman,0,0,-1,0
"pantai serindu rindu,nya sambil menikmati pemandangan jembatan suramadu ,ð¸kopiâ , ð â¦",1,0,0,0
"kesini waktu sore....
tempatnya goyang-goyangð â¦",0,0,-1,0
"maaf, di meja dan kursinya banyak tikus berkeliaran ð­ðð pemandangannya bagus, tanpa tiket masuk hanya diharuskan melakukan pembelian 1 menu/orang dengan harga rata2 15rb per menu â¦",1,0,-1,1
kotor pantainya dan htm masuknya wajib beli minuman perorang,1,0,1,0
"sangat mengecewakan, tidak sesuai realita nya,
makanan mahal minuman mahal, dan rasa nya sangat sangat biasa saja banget",0,0,-1,0
bagus pandangannya tapi salam pelayanannya dan makanan sosis serta basony kurang bumbu,-1,0,-1,-1
"masuk harus pesan dulu, harga makanan mahal mahal, makanan lama datang, spot foto sultan bayar.",-1,0,-1,0
"tempatnya bagus..tapi saya fikir ini bukan pantai, tapi tempat makan di laut disisi sura madu. masuk harus beli makanan per orang wajib beli senilai minimal 15 ribu.  minuman yang saya beli es kelapa, tapi isi nya air kental manis encer dan â¦",1,0,1,0
"lumayan bisa di meningkatkan lagi mungkin fasilitas nya
agak seram kadang goyang2",0,0,1,0
syarat masuk wajib beli makanan atau minuman per orang berkisar 18-25 keatas. untuk foto ada tambahan biaya lagi,0,0,0,-1
"makanannya cukup mahal, apalagi minumannya mahal banget. mushollahnya harusnya di ruang tertutup, bukan ruang terbuka karena anginnya kencang banget, saat sholat mukenah sampai terbang-terbang. toiletnya bau banget. harusnya kasih pewangi atau sabun.",-1,0,-1,0
"untuk view bagus banget, sangat disayangkan untuk harga"" di menu tergolong overpirce keseluruhan bagus",1,0,-1,0
"view nya memang oke,tapi pelayanan dan makanan masih kurang. harga menu juga mahal tapi rasa nya ga sesuai,harus menunggu lama pula. kebersihan juga kurang banget,ada beberapa tikus di meja cafe. semoga bisa diperbaiki lagi",-1,0,-1,-1
"view nya bagus sih,  tapi sayangnya harganya mahal akses menuju ke tempatnya juga sulit .",1,-1,-1,0
bagus buat spot foto,1,0,0,0
"bagus banget pemandangannyað¥°
minusnya banyak sampah  di pesisirnyað¥º â¦",-1,0,1,0
parkir motor rupiah. 5000.. cukup mahal..  view bagus..  temptanya seperti warung bukan cafe..  harga seperti cafe..  kurang sesuai dengan rasanya,-1,-1,-1,0
"tempat bersantai dengan pemandangan laut dan jembatan suramadu, cocok untuk ajak bersama teman dan keluarga, akses kesini juga mudah. untuk harga tiket masuk +beli makanan atau minuman seharga 15.000 (minimal).
kalau hanya berswafoto atau masuk saja tanpa beli makanan 10 saja",1,1,1,1
view ny bagus cuma makanan ny mahal:(,-1,0,-1,0
"pelayanan kurang puas harga mahal dan makanan tidak enak
kapok kesini lagi",0,0,-1,-1
"pemandangan cukup lumayan bagus karena mengahadap ke jembatan suramadu, cuma sayangnya tidak di dukung dg jualan makan yang memadahi seperti ikan bakar karena lokasi pantai",1,1,1,0
"keren view nya mantab untuk jalan2 weekend, tapi sayangnya makana",1,1,1,0
"belum terkelola dengan baik.
saat masuk, seolah olah langsung di todong untuk beli makanan/minuman seharga kurang lebih rupiah 15.000. â¦",0,0,-1,-1
"tempatnya nyaman, cocok untuk ngobrol santai sama teman atau keluarga.. tapi saat masuk diwajibkan beli makanan / minuman
harganya gk begitu mahal sih.. view nya lumayan bagus untuk yang suka foto2",1,0,1,0
harga makanan mahal.rasa makanan & es nya pun tidak enak.masak brown sugar bahkan rasa seperti pop ice.dan di wajibkan masuk harus pesanan makanan per kepala.parkir spda motor nya pun mahal 5 ribu.tidak bermanfaat it menurut saya,0,-1,-1,0
"makanannya oke, view bagus, konsep bagus, tapi menurut saya kurang meriah hiasan cafenya untuk jadi tempat nongkrong. kalau ada sosial media mungkin bisa mendongkrak tamu dari surabaya malam mingguan juga",1,0,1,0
makanan mahal tidak kira beneran es coklat 15 ribu ternyata pop ice coklat alhasil batuk.pelayanan lama banget..gak rekom,0,0,-1,-1
"menu lumayan enak, parkir mobil muat 10 an mobil di parkir utama, masuk 10k di desember 2021 hari minggu. tempat menarik, perlu di buat lebih banyak tempat seperti ini di madura untuk mengangkat umkm dan kesejahteraan masyarakat sekitar.",0,1,1,0
"rawan hujan kalau pas musim hujan,daerahnya gampng hujan soalnya,makanannya lumayan mehong,seperti di emoll dan ga ada tissu juga,kalau di emoll kan wajar kena pajak tempat.tertawa.masuk kesana harus beli mkanan.iya itu anggap saja buat tiket masuknya.cm buat selfi2 doang sih,habis itu kami sudah bosan.parkie motor 5.000.ada toilet juga.",0,1,1,1
"pamandanga nya lumayan bagus, angin nya enak buat tidur, ademmm cuma harus lebih di tingkatkan lagi tempat nya, sama menu makanan nya di banyakin variasi nya, hanya ada makanan cemilan, makanan berat kmr ga ada",1,0,1,0
"pelanayan paling buruk selama hidup, cuma mau makan dan minum saja mau masuk ribet benar",0,0,-1,-1
"parkir mobil 10.000
masuk tanpa tiket,tapi harus pesan makan
view nya sangat cantik
minuman mulai 15ribu",1,1,1,1
"tempat bagus, pelayanan bad. tempat kotor ga ada tisu yang ada tikusð¢, kasih nomor meja tapi konsumen dipanggil sesuai nomor dengan bahasa madura ð¶ð¶. menu ga seberapa mahal tapi ga rekomendasi, roti bakar dingin kasih garpu kecil dari plastik. â¦",-1,0,-1,-1
"ini bukan pantai,seperti pantai layaknya pantai yang kita bisa interaksi pantai. tempat ini hanya berupa panggung kayu yang didirikan ditepi laut,tidak kokoh karena masih terasa bergoyang.untuk menu juga kurang lengkap,masa iya tidak menjual â¦",1,0,1,0
tidak ada papan petunjuk apapun untuk menuju tempat ini. jalan menuju ke tempat ini kurang begitu memadai. dan setelah sampai ....hmmm...saya sarankan datang saat menjelang petang saja. kalau siang panas.atap seng brooo. iya sedikit terbantu â¦,1,-1,0,0
pantai nya kotor,-1,0,0,0
"tempatnya bagus tapi sayang sekali untuk makanannya kurang recomended kebersihan kamar mandi kurang, tempat wudhu juga kurang memadai ,tolonglah dibenahi .",1,0,-1,-1
"ada cafe mirip perahu, harga makannya murah meriah sesuai dengan cita rasa yang disajikannya juga. view malam-malemnya bisa sambil lihat jembatan suramadu. man tap",1,0,1,0
tempat ny sih bagus tapi sayang minuman nya cmn pop es saja harga ny 15rb,1,0,1,0
"tempat ini sebenarnya bisa lebih baik lagi dari segi pengelolaan. kesan pertama datang ke tempat ini masih belum ditata secara maksimal, contoh minuman yang diorder diberi gelas plastik, kesan exclusivenya berkurang. sampah kadang â¦",0,0,-1,-1
"tempat asik iya menurut saya.... enak di buat santai bareng sama keluarga.. cuma soal menu makanan di tambah lagi iya biar ada beberapa varian/ pilihan...
pelayanan ramah cepat ðððððð â¦",0,0,1,1
"view bagus, tapi harga makanan dan tarif parkirnya sangat mahal, not bermanfaat it. pelayanan juga sangat buruk, pesanan datangnya lama dan pesanan snack kami sempat terkena tumpahan minuman",1,0,0,-1
"harga dan makanan tidak sesuai , pelayanan lambat banget",0,0,0,-1
"keseluruhan bagus tempatnya. walaupun gak ada htm tapi tetep saja wajib beli makanan nya sih, minuman juga paling murah 15k, kurang bermanfaat it",1,0,1,-1
"tempatnya enak, cocok buat nimbrung. tapi makanan dan minuman nya tidak banget. minuman bukan gula asli, harga 15rb, gak banget, bikin tenggorokan gatel. camilannya juga ga enak... semoga bisa dieprbaiki.",0,0,1,-1
karyawannya ramah ramah,0,0,0,1
nyaman suasana laut. harus belanja sebagai tiket masuk,1,0,0,-1
"gk rekoment sih lama banget penyajian nya minim tambah karyawan iya , harga nya sih mahal gk sesuai expestasi banget sih",0,0,0,-1
pengelolaan pariwisata bagus. idenya keren. cuma sayang pegawainya kurang ramah saja. tempat parkir pun sangat sempit. makanannya di daftar menu tidak sesuai kenyataan. banyak yang kosonh,1,0,-1,-1
"tempat bagus
view saat malam bagus
makanan b saja",1,0,1,0
untuk di pantai rindu ada resto nya ...tapi mohon maaf untuk manajemen dan pelayanan perlu di tingkatkan.....untuk view lihat jembatan suramadu selat madura,1,0,1,-1
"tempat nongkrong di pinggir pantai dengan view jembatan suramadu dan selat madura.
+ â¦",1,0,1,0
"tempat cukup nyaman untuk kumpul dengan banyak teman atau dengan keluarga, angin semilir"" dan cukup jelas pemandangan surabaya dari sini, spot foto cukup banyak.
sayang harganya kurang ramah pelajar + parkir 5k.",1,0,1,-1
"- destinasi di pinggir pantai di bangkalan yang view menghadap jembatan suramadu
- kalau datang terbaik waktu sore hari â¦",1,0,0,0
"-tempat nya bagus
-pemandangannya juga pas
-(tapi sayang masih banyak yang kurang) â¦",1,0,1,-1
makanan serba mahal gak cocok kesini,0,0,0,-1
"gk bermanfaat it
makan dan minum b ajaa
ngk sesuai ekspetasi..
tempat nya kotor kurang bersih",-1,0,-1,-1
"makanannya mahal, masih murah di pantai 9 pantai lombang gili labak juga gili iyang.",0,0,0,-1
"parkir motor 5rb
masuk per orang 5rb
tidak jadi makan karena sudah tutup restonyað¤£
view nya bagus itu saja â¦",1,0,-1,-1
pelayanan sangat buruk. lambat & mmbuat pembeli bosan mnunggu makanan yang kita pesan.,0,0,0,-1
"bukan pantai, pinggiran laut dibuat cafe dengan penyangga kayu seadanya",-1,0,-1,0
"bagus buat ngechill
tapi makanannya bak yang habis
parkiran mobil 10k",1,0,1,-1
"lokasi bagus strategis, tempat dengan view suramadu juga snagat menarik. makanan minuman sangat mahal rasa biasa saja. aryawan penjaga tidak ramah.",1,1,0,-1
"banyak bekas sampah plastik dibawah area wisata, harusnya sampah2 dikelola dengan baik jangan sampai ada yang kebuang ke laut.. makanan dan minuman tidak ada uang yang enak, pesan jus melon kok yang dateng es sirup rasa melon.. petugas gak ramah sama sekali.. sekali saja deh kesini, gak mau balik lagi",-1,0,-1,-1
minuman dan makanannya mahal..rasanya juga biasa saja..,0,0,0,-1
"datang pas malam hari .tempat nya bagus bisa lihat jembatan suramadu dari sisi yang berbeda. tapi sayang orang"" suka buang sampah dimana saja",1,0,1,-1
foto 20k masuk harus pesan makanan hambar harga terlalu mahal terima kasih,-1,0,0,-1
"harga makanan lumayan tapi pelayanan dan sajian kurang banget, etlis kalau harga mahal sajian harus sesuai",0,0,-1,-1
"cafe bernuansa pantai
parkir motor 5000,
kecewa dengan cara masuknya â¦",1,0,1,-1
"lebih baik sore kesini.
menjelang maghrib
biar tidak panasð¤­ â¦",1,0,0,1
alhamdulillah pemandangannya indah dekat sama jembatan suramadu,1,1,0,0
"tempat nya lumayan bagus
tapi syang pelayanan nya disana lama dan yang datang duluwan siap
yang di siapin dluwan siap â¦",1,0,1,-1
tempatnya cukup bagus meskipun was was dengan alas kayunya bikin goyang goyang,1,0,-1,0
"tempatnya bagus, estetik dengan view jembatan suramadu dan selat madura, sayangnya kebersihan kurang dan pembuangan toilet dibuat asal saja, saya sampai kaget melihat kotoran dan tercium baunya, parkir juga 10k, menurut saya terlalu berlebihan, tolong diperhatikan lagi untuk pengelola...",1,0,-1,-1
bagus.. krg di kelas secara lebih drtil.. kbersihan tmptnya krg.. viewnya mayan sudah.. ada perahu yang dseakan per orang 10k,1,0,1,1
"lokasinya mudah djangkau, spot foto instagramable, fnb nya kurang variasi, dan kebersihan tmptnya kurang",1,1,1,0
kalau menurut saya tempat bagus spotnya dapat cuma masalah masuk qta di wajibkan harus pesan makanan dan minuman yang harganya lumayan mahal tidak sesuai yang di harapkan saya kesana pesan mie telor harga 17rb ternyata yang keluar indomie goreng sm â¦,1,0,1,-1
"pemandangannya bagus, akses pakai motor oke, tapi kalau mobil kyknya agak susah, jalannya agak kecil. butuh perbaikan sedikit karena sedikit mengkhawatirkan bambu/kayunya",1,1,-1,0
kurang viral sama kurang spot yang menarik,-1,0,0,0
"tempat oke
view oke
varian makanan biasa",1,0,1,-1
"tempat yang pas untuk menikmati sunset berlatar depan jembatan suramadu dari sisi pulau madura, sayang restaurant2 apung yang ditata baik tapi servis kurang puas dan menu terbatas.",1,0,1,-1
untuk kesadaran karyawan akan buang sampah dilaut sangat miris. saya melihat sendiri karyawan membuang sampah bekas wisatawan ke laut. bukannya memberi contoh yang baik bahkan memberi contoh yang buruk. mohon diperbaiki lagi akan kesadaran â¦,0,0,0,-1
"seharusnya diberi nama caffe bukan pantai, dan lingkungan nya kotor banyak pengunjung yang membuang sampahnya dilaut dan pesanan tidak sesuai ekspektasi",-1,0,-1,-1
bagus banget kalau malam hari .. g ada tiket masuk tapi harus beli makann seharga 15rb per orang dewasa ..,1,0,1,1
